PlotName	TypeOfName	Family	Genus	Species	PlotType	MinimumElevationMeters	SpeciesName
nPT_Detras_92	MorphoSpeciesName	Asteraceae	Mikania	MCM1496	PT	1519	Mikania MCM1496
nPT_Atawar_110	SpeciesName	Sapotaceae	Pouteria	sagotiana	PT	595	Pouteria sagotiana
nPT_Apache_364	SpeciesName	Achariaceae	Lindackeria	paludosa	PT	425	Lindackeria paludosa
nPP_Lomaka_40	SpeciesName	Anacardiaceae	Mauria	subserrata	PP	2188	Mauria subserrata
TRU-03	SpeciesName	Urticaceae	Urera	verrucosa	abergPP	1223	Urera verrucosa
nPT_Rumi_424	SpeciesName	Rosaceae	Prunus	williamsii	PT	1459	Prunus williamsii
nPT_Sumpul_304	SpeciesName	Podocarpaceae	Retrophyllum	rospigliosii	PT	1750	Retrophyllum rospigliosii
SPD-01	MorphoSpeciesName	Araliaceae	Oreopanax	sp3	abergPP	1500	Oreopanax sp3
nPP_Tintay_24	MorphoSpeciesName	Rubiaceae	Guettarda	ETP189A	PP	1250	Guettarda ETP189A
nPT_Yariap_9	MorphoSpeciesName	Asteraceae	Pentacalia	GAT2538	PT	3061	Pentacalia GAT2538
nPT_Yuyo_155	SpeciesName	Bignoniaceae	Bignonia	binata	PT	580	Bignonia binata
nPT_Codoso_369	SpeciesName	Myrtaceae	Myrcia	egensis	PT	1500	Myrcia egensis
nPT_Culi_357	SpeciesName	Melastomataceae	Miconia	terborghii	PT	2750	Miconia terborghii
nPT_Lambra_437	MorphoSpeciesName	Lauraceae	Pleurothyrium	sp1	PT	1521	Pleurothyrium sp1
TON-01	SpeciesName	Annonaceae	Guatteria	sanctae-crucis	abergPP	1242	Guatteria sanctae-crucis
nPT_Laaltu_61	MorphoSpeciesName	Sapindaceae	Allophylus	RSS19	PT	1715	Allophylus RSS19
nPP_Fuerte_26	MorphoSpeciesName	Myrtaceae	Calyptranthes	MJM5371	PP	820	Calyptranthes MJM5371
nPT_Cimaar_230	SpeciesName	Chrysobalanaceae	Hirtella	macrophylla	PT	595	Hirtella macrophylla
nPP_Tuichi_4	MorphoSpeciesName	Nyctaginaceae	Neea	sp2	PP	425	Neea sp2
nPP_Yarimi_10	SpeciesName	Sapindaceae	Paullinia	laeta	PP	905	Paullinia laeta
nPT_Sendae_371	MorphoSpeciesName	Solanaceae	Solanum	GAT433	PT	2196	Solanum GAT433
nPP_Tintay_25	SpeciesName	Asteraceae	Ayapanopsis	beckii	PP	2228	Ayapanopsis beckii
TRU-04	SpeciesName	Rutaceae	Zanthoxylum	huberi	abergPP	1855	Zanthoxylum huberi
nPT_Resina_191	SpeciesName	Caprifoliaceae	Viburnum	helskii	PT	1970	Viburnum helskii
nPT_Pampay_178	SpeciesName	Rubiaceae	Chomelia	malaneoides	PT	320	Chomelia malaneoides
CAL-01	MorphoSpeciesName	Chrysobalanaceae	Couepia	sp1	abergPP	850	Couepia sp1
nPT_Arriba_240	MorphoSpeciesName	Fabaceae	Enterolobium	sp1	PT	850	Enterolobium sp1
nPP_Lomaka_40	MorphoSpeciesName	Melastomataceae	Blakea	sp2	PP	1601	Blakea sp2
nPP_Tapuri_46	SpeciesName	Bixaceae	Cochlospermum	orinocense	PP	190	Cochlospermum orinocense
nPT_Bosque_113	SpeciesName	Rubiaceae	Hillia	killipii	PT	1242	Hillia killipii
nPT_Patasa_325	SpeciesName	Asteraceae	Oyedaea	rusbyi	PT	1947	Oyedaea rusbyi
nPT_Aguapo_50	SpeciesName	Malvaceae	Matisia	cordata	PT	450	Matisia cordata
nPP_Fuerte_27	MorphoSpeciesName	Fabaceae	Swartzia	LC6193	PP	1054	Swartzia LC6193
nPT_Infier_478	MorphoSpeciesName	Asteraceae	Llerasia	LC3530	PT	3393	Llerasia LC3530
nPT_Copal_91	MorphoSpeciesName	Malvaceae	Abutilon	GAT3223	PT	2203	Abutilon GAT3223
nPP_Mamaco_3	SpeciesName	Myrtaceae	Myrcia	neesiana	PP	455	Myrcia neesiana
SPD-01	SpeciesName	Moraceae	Helicostylis	elegans	abergPP	850	Helicostylis elegans
nPT_Tolar1_153	SpeciesName	Malpighiaceae	Diplopterys	longialata	PT	209	Diplopterys longialata
nPT_Piñapi_152	SpeciesName	Lauraceae	Ocotea	subcordata	PT	2500	Ocotea subcordata
TRU-02	MorphoSpeciesName	Violaceae	Paypayrola	LC535	abergPP	424	Paypayrola LC535
SP-02	MorphoSpeciesName	Sapindaceae	Serjania	FCM144	abergPT	818	Serjania FCM144
nPP_Mamaco_3	MorphoSpeciesName	Rubiaceae	Faramea	sp3	PP	1601	Faramea sp3
CA-10	SpeciesName	Clusiaceae	Vismia	glaziovii	abergPT	1478	Vismia glaziovii
nPT_Resina_191	MorphoSpeciesName	Polygalaceae	Monina	sp5	PT	3625	Monina sp5
nPT_Tamboq_143	MorphoSpeciesName	Salicaceae	Casearia	LC3349	PT	1804	Casearia LC3349
nPT_Chiriu_76	MorphoSpeciesName	Malpighiaceae	Heteropterys	NPZ5650	PT	1790	Heteropterys NPZ5650
nPP_Mamaco_3	MorphoSpeciesName	Menispermaceae	Odontocarya	GAT1653	PP	1493	Odontocarya GAT1653
nPP_Tanhua_37	MorphoSpeciesName	Lauraceae	Nectandra	sp7	PP	1250	Nectandra sp7
nPP_Sanmar_22	SpeciesName	Rubiaceae	Amaioua	corymbosa	PP	850	Amaioua corymbosa
nPP_Lechem_49	MorphoSpeciesName	Fabaceae	Tachigali	sp5	PP	425	Tachigali sp5
nPT_Corana_310	SpeciesName	Piperaceae	Piper	acutifolium	PT	2762	Piper acutifolium
nPT_Resina_197	MorphoSpeciesName	Polygalaceae	Monnina	FB437	PT	3450	Monnina FB437
nPT_Wayrap_163	SpeciesName	Chrysobalanaceae	Couepia	obovata	PT	595	Couepia obovata
nPT_Limonu_176	MorphoSpeciesName	Burseraceae	Protium	sp5	PT	425	Protium sp5
nPT_Arroyo_85	SpeciesName	Asteraceae	Lepidaploa	solomonii	PT	2179	Lepidaploa solomonii
nPT_Tequej_29	SpeciesName	Rubiaceae	Psychotria	capitata	PT	1072	Psychotria capitata
nPT_Culi_357	SpeciesName	Fabaceae	Lonchocarpus	sericophyllus	PT	260	Lonchocarpus sericophyllus
nPT_Meseta_46	SpeciesName	Araliaceae	Schefflera	morototoni	PT	1250	Schefflera morototoni
nPT_Tintay_250	SpeciesName	Dichapetalaceae	Tapura	peruviana	PT	1250	Tapura peruviana
nPT_Alfren_64	MorphoSpeciesName	Ericaceae	Gaultheria	sp3	PT	3350	Gaultheria sp3
nPT_Chaqui_192	MorphoSpeciesName	Sabiaceae	Meliosma	ILR1830	PT	2729	Meliosma ILR1830
nPP_Lechem_49	MorphoSpeciesName	Erythroxylaceae	Erythroxylum	MJM5069	PP	840	Erythroxylum MJM5069
nPP_Chalal_6	MorphoSpeciesName	Araliaceae	Schefflera	sp3	PP	425	Schefflera sp3
nPT_Cocapu_397	MorphoSpeciesName	Rubiaceae	Alibertia	MCT72	PT	470	Alibertia MCT72
nPT_Encuen_47	SpeciesName	Loganiaceae	Strychnos	poeppigii	PT	1124	Strychnos poeppigii
nPT_Patasa_325	SpeciesName	Rubiaceae	Coussarea	klugii	PT	1250	Coussarea klugii
nPP_Terraz_41	SpeciesName	Urticaceae	Urera	simplex	PP	1250	Urera simplex
nPT_Culi_356	MorphoSpeciesName	Rosaceae	Prunus	ILR482	PT	1450	Prunus ILR482
nPT_Wayrap_166	MorphoSpeciesName	Polygalaceae	Monnina	LC3598	PT	3393	Monnina LC3598
nPT_Victop_372	SpeciesName	Ochnaceae	Ouratea	werdermannii	PT	470	Ouratea werdermannii
nPT_Bosque_481	SpeciesName	Moraceae	Naucleopsis	ulei	PT	425	Naucleopsis ulei
nPP_Pintat_5	MorphoSpeciesName	Lauraceae	Endlicheria	AF17634	PP	1890	Endlicheria AF17634
nPT_Sumpul_297	MorphoSpeciesName	Cunoniaceae	Weinmannia	AF19282	PT	2697	Weinmannia AF19282
nPT_Tumupa_19	SpeciesName	Dichapetalaceae	Dichapetalum	spruceanum	PT	420	Dichapetalum spruceanum
nPT_Infier_479	MorphoSpeciesName	Boraginaceae	Cordia	GAT3169	PT	2031	Cordia GAT3169
nPT_Buenah_212	MorphoSpeciesName	Melastomataceae	Miconia	GAT2322	PT	2821	Miconia GAT2322
nPP_Lomaka_40	SpeciesName	Fabaceae	Tachigali	macbridei	PP	800	Tachigali macbridei
nPT_Tolar2_154	MorphoSpeciesName	Fabaceae	Lonchocarpus	sp2	PT	1250	Lonchocarpus sp2
nPT_Arriba_241	MorphoSpeciesName	Clusiaceae	Clusia	sp14	PT	2286	Clusia sp14
nPT_Sumpul_307	MorphoSpeciesName	Nyctaginaceae	Neea	ILR100	PT	1248	Neea ILR100
nPP_Tocoaq_30	SpeciesName	Rubiaceae	Joosia	sericea	PP	1242	Joosia sericea
nPT_Victop_377	MorphoSpeciesName	Malpighiaceae	Banisteriopsis	LC754	PT	313	Banisteriopsis LC754
nPT_Cabece_255	SpeciesName	Asteraceae	Gynoxys	compressissima	PT	3765	Gynoxys compressissima
nPP_Tintay_24	MorphoSpeciesName	Rubiaceae	Ferdinandusa	sp1	PP	800	Ferdinandusa sp1
nPT_Frente_414	SpeciesName	Malpighiaceae	Hiraea	fagifolia	PT	320	Hiraea fagifolia
nPP_Chiriu_2	SpeciesName	Asteraceae	Mikania	urticifolia	PP	2199	Mikania urticifolia
SPD-02	MorphoSpeciesName	Asteraceae	Dendrophorbium	GAT197	abergPP	2419	Dendrophorbium GAT197
nPT_Cocapu_404	SpeciesName	Arecaceae	Bactris	acanthocarpa	PT	1341	Bactris acanthocarpa
nPT_Alfren_64	SpeciesName	Cunoniaceae	Weinmannia	cundinamarcensis	PT	2272	Weinmannia cundinamarcensis
nPT_Tolar1_153	SpeciesName	Passifloraceae	Passiflora	dalechampioides	PT	2179	Passiflora dalechampioides
nPP_Sanmar_23	SpeciesName	Humiriaceae	Humiriastrum	mapiriense	PP	1334	Humiriastrum mapiriense
TRU-03	SpeciesName	Elaeocarpaceae	Sloanea	brevipes	abergPP	595	Sloanea brevipes
nPT_Santia_415	SpeciesName	Ochnaceae	Cespedesia	spathulata	PT	1347	Cespedesia spathulata
nPT_Aguapo_54	SpeciesName	Fabaceae	Tachigali	bracteosa	PT	425	Tachigali bracteosa
nPT_Bejucal_45	MorphoSpeciesName	Urticaceae	Cecropia	sp2	PT	425	Cecropia sp2
nPT_Ruinas_36	MorphoSpeciesName	Sapotaceae	Pouteria	sp6	PT	1250	Pouteria sp6
nPT_Tolal_89	SpeciesName	Asteraceae	Mikania	psilostachya	PT	2179	Mikania psilostachya
nPP_Pintat_5	SpeciesName	Solanaceae	Solanum	mapiricum	PP	1972	Solanum mapiricum
nPT_Fuerte_271	MorphoSpeciesName	Melastomataceae	Miconia	GAT234	PT	2680	Miconia GAT234
TU-01	MorphoSpeciesName	Moraceae	Ficus	SPS177	abergPT	1150	Ficus SPS177
nPT_Lalomi_59	SpeciesName	Myrtaceae	Myrcianthes	pseudomato	PT	1750	Myrcianthes pseudomato
nPT_Tintay_258	MorphoSpeciesName	Fabaceae	Inga	sp7	PT	1000	Inga sp7
SPD-02	MorphoSpeciesName	Melastomataceae	Miconia	MJM4817	abergPP	820	Miconia MJM4817
nPP_Javill_18	MorphoSpeciesName	Cyatheaceae	Cyathea	sp12	PP	2250	Cyathea sp12
nPT_Wayrap_164	MorphoSpeciesName	Putranjivaceae	Drypetes	sp1	PT	425	Drypetes sp1
nPT_Campam_238	SpeciesName	Sapindaceae	Serjania	meridionalis	PT	835	Serjania meridionalis
nPP_Lomasa_39	SpeciesName	Siparunaceae	Siparuna	cuspidata	PP	400	Siparuna cuspidata
nPT_Cuchiw_119	MorphoSpeciesName	Lauraceae	Persea	sp8	PT	1750	Persea sp8
nPT_Ppmnor_99	MorphoSpeciesName	Urticaceae	Pourouma	sp5	PT	425	Pourouma sp5
nPP_Fuerte_27	MorphoSpeciesName	Clethraceae	Clethra	sp2	PP	2900	Clethra sp2
SP-03	SpeciesName	Lamiaceae	Aegiphila	ulei	abergPT	330	Aegiphila ulei
nPT_Culi_355	SpeciesName	Primulaceae	Clavija	tarapotana	PT	1217	Clavija tarapotana
nPT_Tumupa_22	SpeciesName	Solanaceae	Solanum	circinatum	PT	1521	Solanum circinatum
nPT_Cimaar_230	MorphoSpeciesName	Sapotaceae	Pouteria	BNA767	PT	189	Pouteria BNA767
nPT_Victop_372	SpeciesName	Malvaceae	Herrania	nycterodendron	PT	225	Herrania nycterodendron
TRU-08	SpeciesName	Elaeocarpaceae	Sloanea	fragans	abergPP	1478	Sloanea fragans
SP-04	SpeciesName	Celastraceae	Maytenus	macrocarpa	abergPT	1250	Maytenus macrocarpa
nPP_Chalal_6	SpeciesName	Meliaceae	Ruagea	subviridifolia	PP	2110	Ruagea subviridifolia
nPT_Bosque_116	SpeciesName	Rubiaceae	Palicourea	pervicax	PT	925	Palicourea pervicax
nPT_Jaukan_219	SpeciesName	Fabaceae	Inga	velutina	PT	1518	Inga velutina
nPT_Cocapu_400	SpeciesName	Rubiaceae	Joosia	umbellifera	PT	1500	Joosia umbellifera
nPP_Waturu_43	MorphoSpeciesName	Rubiaceae	Psychotria	sp9	PP	1000	Psychotria sp9
nPT_Ppmtsu_81	MorphoSpeciesName	Lauraceae	Ocotea	GAT964	PT	1447	Ocotea GAT964
nPT_Tumupa_19	MorphoSpeciesName	Solanaceae	Solanum	GAT162	PT	2199	Solanum GAT162
nPP_Buenah_16	SpeciesName	Rubiaceae	Alibertia	bertierifolia	PP	1500	Alibertia bertierifolia
nPT_Lahoya_370	MorphoSpeciesName	Urticaceae	Pourouma	sp6	PT	425	Pourouma sp6
nPT_Despue_65	SpeciesName	Sapotaceae	Micropholis	venulosa	PT	1000	Micropholis venulosa
nPT_Tequej_25	MorphoSpeciesName	Melastomataceae	Loreya	sp1	PT	1521	Loreya sp1
nPP_Titiri_42	MorphoSpeciesName	Annonaceae	Guatteria	sp16	PP	2500	Guatteria sp16
CA-06	SpeciesName	Moraceae	Ficus	banosensis	abergPT	1900	Ficus banosensis
SAI-01	MorphoSpeciesName	Solanaceae	Solanum	GAT3069	abergPP	2179	Solanum GAT3069
nPT_Catara_327	MorphoSpeciesName	Salicaceae	Casearia	AF4263	PT	1096	Casearia AF4263
nPT_Sumpul_305	SpeciesName	Fabaceae	Dalbergia	gracilis	PT	175	Dalbergia gracilis
nPT_Lambra_435	MorphoSpeciesName	Asteraceae	Baccharis	AF11770	PT	1790	Baccharis AF11770
nPT_Palmar_161	SpeciesName	Sapindaceae	Paullinia	cuneata	PT	209	Paullinia cuneata
nPT_Piara_388	SpeciesName	Fabaceae	Machaerium	multifoliolatum	PT	950	Machaerium multifoliolatum
nPT_Cocapu_402	SpeciesName	Menispermaceae	Abuta	rufescens	PT	1334	Abuta rufescens
nPT_Almedr_101	SpeciesName	Fabaceae	Swartzia	oraria	PT	850	Swartzia oraria
nPT_Cerrad_150	SpeciesName	Malpighiaceae	Heteropterys	laurifolia	PT	1223	Heteropterys laurifolia
nPT_Cocapu_401	MorphoSpeciesName	Lauraceae	Ocotea	sp22	PT	1500	Ocotea sp22
nPP_Lechem_50	SpeciesName	Clusiaceae	Clusia	amazonica	PP	1469	Clusia amazonica
nPT_Palmit_144	MorphoSpeciesName	Piperaceae	Piper	AF17199	PT	1491	Piper AF17199
nPP_Chaqui_32	SpeciesName	Piperaceae	Piper	villosissimum	PP	1297	Piper villosissimum
nPT_Tumupa_18	MorphoSpeciesName	Lauraceae	Ocotea	GAT3200	PT	2203	Ocotea GAT3200
nPT_Infier_476	MorphoSpeciesName	Piperaceae	Piper	GAT2253	PT	1299	Piper GAT2253
nPT_Tumupa_22	MorphoSpeciesName	Myrtaceae	Myrcia	sp15	PT	1500	Myrcia sp15
nPT_Ladera_132	SpeciesName	Boraginaceae	Cordia	panamensis	PT	1500	Cordia panamensis
nPT_Bosque_114	MorphoSpeciesName	Asteraceae	Gynoxys	sp9	PT	3476	Gynoxys sp9
nPT_Buenah_213	MorphoSpeciesName	Asteraceae	Gynoxys	sp2	PT	3389	Gynoxys sp2
nPT_Copalu_273	MorphoSpeciesName	Melastomataceae	Miconia	MJM5978	PT	455	Miconia MJM5978
nPT_Cocapu_399	MorphoSpeciesName	Arecaceae	Geonoma	sp5	PT	2676	Geonoma sp5
nPT_Santaa_349	MorphoSpeciesName	Symplocaceae	Symplocos	sp8	PT	2500	Symplocos sp8
nPP_Tanhua_37	SpeciesName	Annonaceae	Xylopia	benthamii	PP	1247	Xylopia benthamii
SP-04	SpeciesName	Cucurbitaceae	Gurania	lobata	abergPT	892	Gurania lobata
nPT_Laguna_38	MorphoSpeciesName	Urticaceae	Urera	ILR1252	PT	1972	Urera ILR1252
nPT_Tumupa_18	SpeciesName	Sapindaceae	Talisia	retusa	PT	945	Talisia retusa
nPT_Wayrap_163	SpeciesName	Lauraceae	Persea	brevipes	PT	1800	Persea brevipes
nPT_Cochay_205	SpeciesName	Lauraceae	Endlicheria	dysodantha	PT	1970	Endlicheria dysodantha
nPP_Charop_47	MorphoSpeciesName	Piperaceae	Piper	MJM4934	PP	810	Piper MJM4934
nPT_Piara_393	MorphoSpeciesName	Rubiaceae	Pentagonia	sp1	PT	425	Pentagonia sp1
PI-01	SpeciesName	Lauraceae	Licaria	cannella	abergPT	800	Licaria cannella
nPP_Santaa_36	MorphoSpeciesName	Myrtaceae	Myrcia	sp7	PP	1521	Myrcia sp7
nPP_Tanhua_38	MorphoSpeciesName	Melastomataceae	Miconia	MCM1469	PP	1522	Miconia MCM1469
TRU-05	SpeciesName	Rosaceae	Hesperomeles	obtusifolia	abergPP	3103	Hesperomeles obtusifolia
nPT_Victop_377	SpeciesName	Fabaceae	Dalbergia	riparia	PT	1197	Dalbergia riparia
nPT_Santaa_345	SpeciesName	Sapindaceae	Paullinia	dasygonia	PT	1241	Paullinia dasygonia
nPT_Panteo_202	MorphoSpeciesName	Lauraceae	Persea	sp7	PT	1250	Persea sp7
nPT_Lambra_441	MorphoSpeciesName	Melastomataceae	Miconia	sp62	PT	2245	Miconia sp62
nPP_Tocoaq_28	SpeciesName	Polygalaceae	Monina	connectisepala	PP	2900	Monina connectisepala
nPT_Copalu_273	SpeciesName	Fabaceae	Swartzia	simplex	PT	1347	Swartzia simplex
nPT_Orilla_130	MorphoSpeciesName	Lauraceae	Ocotea	sp11	PT	1500	Ocotea sp11
nPP_Sumpul_33	SpeciesName	Fabaceae	Inga	pezizifera	PP	1500	Inga pezizifera
nPT_Palca_425	MorphoSpeciesName	Myrtaceae	Calyptranthes	AM3616	PT	2400	Calyptranthes AM3616
nPT_Jurita_381	SpeciesName	Fabaceae	Piptadenia	peruviana	PT	724	Piptadenia peruviana
nPT_Copal_91	SpeciesName	Euphorbiaceae	Glycydendron	amazonicum	PT	1045	Glycydendron amazonicum
nPP_Pintat_5	SpeciesName	Malvaceae	Apeiba	tibourbou	PP	500	Apeiba tibourbou
nPT_Yuyo_155	MorphoSpeciesName	Lauraceae	Persea	sp11	PT	595	Persea sp11
TRU-07	MorphoSpeciesName	Melastomataceae	Miconia	sp23	abergPP	1500	Miconia sp23
nPP_Sanmar_21	MorphoSpeciesName	Myrtaceae	Myrcia	FB262	PP	1890	Myrcia FB262
nPT_Lalomi_59	SpeciesName	Asteraceae	Dendrophorbium	cabrerae	PT	2955	Dendrophorbium cabrerae
nPT_Pampay_178	MorphoSpeciesName	Lauraceae	Persea	sp9	PT	3000	Persea sp9
nPT_Cocapu_400	MorphoSpeciesName	Lauraceae	Nectandra	HCC129	PT	365	Nectandra HCC129
PAN-02	SpeciesName	Myrtaceae	Siphoneugena	dussii	abergPP	1800	Siphoneugena dussii
nPT_Yariap_1	MorphoSpeciesName	Myrtaceae	Eugenia	LC6317	PT	1242	Eugenia LC6317
nPT_Culi_357	SpeciesName	Sapotaceae	Pouteria	lucumifolia	PT	1408	Pouteria lucumifolia
nPP_Hondo_1	SpeciesName	Lauraceae	Ocotea	solomonii	PP	1766	Ocotea solomonii
nPT_Infier_473	MorphoSpeciesName	Rubiaceae	Psychotria	CMG2814	PT	1532	Psychotria CMG2814
nPT_Piara_388	SpeciesName	Sapindaceae	Paullinia	brentberlinii	PT	1239	Paullinia brentberlinii
nPT_Santaa_345	MorphoSpeciesName	Sapindaceae	Toulicia	RS8440	PT	400	Toulicia RS8440
CAL-01	SpeciesName	Moraceae	Ficus	tovarensis	abergPP	1250	Ficus tovarensis
nPT_Sanmig_181	SpeciesName	Sapindaceae	Toulicia	reticulata	PT	595	Toulicia reticulata
nPP_Tocoaq_30	MorphoSpeciesName	Sabiaceae	Meliosma	sp5	PP	2500	Meliosma sp5
nPT_Pucara_227	SpeciesName	Fabaceae	Inga	cordatoalata	PT	425	Inga cordatoalata
nPT_Solida_97	MorphoSpeciesName	Piperaceae	Piper	sp11	PT	1478	Piper sp11
TU-02	MorphoSpeciesName	Lauraceae	Aniba	sp	abergPT	2890	Aniba sp
nPT_Wayrap_166	SpeciesName	Erythroxylaceae	Erythroxylum	patens	PT	850	Erythroxylum patens
nPT_Pichan_234	SpeciesName	Sabiaceae	Meliosma	vasquezii	PT	1800	Meliosma vasquezii
nPT_Santar_419	SpeciesName	Asteraceae	Moquiniastrum	bolivianum	PT	2200	Moquiniastrum bolivianum
nPT_Cerros_182	MorphoSpeciesName	Asteraceae	Senecio	sp5	PT	3627	Senecio sp5
ESP-01	SpeciesName	Bignoniaceae	Stizophyllum	inaequilaterum	abergPP	515	Stizophyllum inaequilaterum
nPT_Lambra_437	SpeciesName	Siparunaceae	Siparuna	sessiliflora	PT	1430	Siparuna sessiliflora
nPP_Tanhua_38	MorphoSpeciesName	Araliaceae	Oreopanax	sp6	PP	1478	Oreopanax sp6
nPT_Resina_191	MorphoSpeciesName	Meliaceae	Cedrela	ETP315	PT	1450	Cedrela ETP315
nPT_Cimaas_125	SpeciesName	Acanthaceae	Aphelandra	glabrata	PT	858	Aphelandra glabrata
nPT_Telara_133	MorphoSpeciesName	Lauraceae	Nectandra	sp10	PT	2500	Nectandra sp10
nPT_Victop_376	MorphoSpeciesName	Lauraceae	Persea	GAT1675	PT	1493	Persea GAT1675
nPP_Chiriu_2	SpeciesName	Fabaceae	Piptadenia	pteroclada	PP	850	Piptadenia pteroclada
nPT_Sanroq_228	SpeciesName	Marcgraviaceae	Marcgravia	oblongifolia	PT	1239	Marcgravia oblongifolia
nPT_Resina_197	SpeciesName	Styracaceae	Styrax	sieberi	PT	660	Styrax sieberi
nPT_Victop_373	MorphoSpeciesName	Fabaceae	Abarema	sp	PT	2000	Abarema sp
RE-01	SpeciesName	Melastomataceae	Miconia	stelligera	abergPT	1800	Miconia stelligera
nPT_Codo_368	MorphoSpeciesName	Annonaceae	Guatteria	sp1	PT	800	Guatteria sp1
nPT_Ajusuc_168	SpeciesName	Fabaceae	Parkia	pendula	PT	190	Parkia pendula
nPP_Santaa_36	MorphoSpeciesName	Rubiaceae	Alibertia	RVH775	PP	1321	Alibertia RVH775
nPT_Yariap_5	MorphoSpeciesName	Melastomataceae	Miconia	sp46	PT	800	Miconia sp46
nPT_Tapuri_408	MorphoSpeciesName	Melastomataceae	Miconia	sp51	PT	2862	Miconia sp51
nPP_Collpa_48	SpeciesName	Lauraceae	Ocotea	monzonensis	PP	1408	Ocotea monzonensis
TRU-06	SpeciesName	Rutaceae	Galipea	ramiflora	abergPP	300	Galipea ramiflora
nPT_Palmar_108	MorphoSpeciesName	Rubiaceae	Ixora	HCC155	PT	337	Ixora HCC155
nPT_Piara_387	SpeciesName	Rubiaceae	Psychotria	deflexa	PT	1532	Psychotria deflexa
nPP_Chaqui_32	MorphoSpeciesName	Sapindaceae	Paullinia	CMG1699	PP	400	Paullinia CMG1699
nPT_Ruinas_36	MorphoSpeciesName	Thymelaeaceae	Daphnopsis	HAG70756	PT	455	Daphnopsis HAG70756
nPP_Lomasa_39	MorphoSpeciesName	Melastomataceae	Miconia	sp40	PP	3000	Miconia sp40
nPT_Ultima_232	SpeciesName	Meliaceae	Trichilia	maynasiana	PT	270	Trichilia maynasiana
nPT_Ppmsur_98	MorphoSpeciesName	Malpighiaceae	Mascagnia	MJM6934	PT	320	Mascagnia MJM6934
nPT_Santaa_351	MorphoSpeciesName	Myrtaceae	Marlierea	LC620	PT	360	Marlierea LC620
nPT_Pino_262	SpeciesName	Melastomataceae	Miconia	affinis	PT	1750	Miconia affinis
nPT_Bibosi_42	SpeciesName	Solanaceae	Cestrum	conglomeratum	PT	2500	Cestrum conglomeratum
nPT_Tapuri_408	SpeciesName	Caryocaraceae	Caryocar	glabrum	PT	800	Caryocar glabrum
nPP_Tintay_25	SpeciesName	Burseraceae	Protium	plagiocarpium	PP	800	Protium plagiocarpium
SAI-02	SpeciesName	Fabaceae	Tachigali	formicarum	abergPP	190	Tachigali formicarum
nPT_Tumupa_13	SpeciesName	Polygonaceae	Coccoloba	longipes	PT	400	Coccoloba longipes
nPT_Tapuri_411	MorphoSpeciesName	Asteraceae	Mikania	GAT1548	PT	1531	Mikania GAT1548
nPT_Lechem_427	SpeciesName	Dilleniaceae	Doliocarpus	magnificus	PT	215	Doliocarpus magnificus
nPP_Charop_47	MorphoSpeciesName	Menispermaceae	Telitoxicum	sp	PP	850	Telitoxicum sp
nPT_Buenah_213	MorphoSpeciesName	Moraceae	Naucleopsis	sp1	PT	800	Naucleopsis sp1
nPT_Detras_69	MorphoSpeciesName	Araliaceae	Oreopanax	sp8	PT	3473	Oreopanax sp8
nPT_Cocapu_401	MorphoSpeciesName	Rubiaceae	Randia	ILR80	PT	1248	Randia ILR80
nPT_Cocapu_403	SpeciesName	Proteaceae	Roupala	cordifolia	PT	1890	Roupala cordifolia
nPT_Tequej_28	MorphoSpeciesName	Hydrangeaceae	Hydrangea	GAT1405	PT	1341	Hydrangea GAT1405
nPP_Fuerte_26	SpeciesName	Malpighiaceae	Heteropterys	krapovickasii	PP	1045	Heteropterys krapovickasii
TRU-07	SpeciesName	Fabaceae	Poincianella	pluviosa	abergPP	360	Poincianella pluviosa
nPT_Tapuri_408	SpeciesName	Cyatheaceae	Cyathea	meridensis	PT	2250	Cyathea meridensis
nPT_Resina_193	SpeciesName	Solanaceae	Solanum	hartwegii	PT	2449	Solanum hartwegii
nPT_Bosque_484	SpeciesName	Marcgraviaceae	Souroubea	guianensis	PT	1054	Souroubea guianensis
nPT_Frente_414	MorphoSpeciesName	Melastomataceae	Miconia	sp45	PT	2862	Miconia sp45
nPP_Lomasa_39	SpeciesName	Brunelliaceae	Brunellia	dichapetaloides	PP	1522	Brunellia dichapetaloides
nPT_Piecer_183	MorphoSpeciesName	Fabaceae	Senna	MJM6922	PT	349	Senna MJM6922
ACJ-01	MorphoSpeciesName	Euphorbiaceae	Acalypha	BNA161	abergPP	241	Acalypha BNA161
nPP_Waturu_43	MorphoSpeciesName	Solanaceae	Cestrum	MJM4560	PP	535	Cestrum MJM4560
nPT_Ruinas_30	MorphoSpeciesName	Aquifoliaceae	Ilex	sp3	PT	2623	Ilex sp3
nPT_Cerro1_83	MorphoSpeciesName	Lauraceae	Ocotea	LC6203	PT	1054	Ocotea LC6203
nPT_Ajusuc_168	SpeciesName	Lauraceae	Ocotea	cuneifolia	PT	1250	Ocotea cuneifolia
TON-01	MorphoSpeciesName	Nyctaginaceae	Neea	sp1	abergPP	850	Neea sp1
nPP_Chiriu_2	MorphoSpeciesName	Chrysobalanaceae	Hirtella	LC6215	PP	1054	Hirtella LC6215
nPT_Corana_312	MorphoSpeciesName	Cyatheaceae	Cyathea	sp1	PT	1970	Cyathea sp1
nPP_Jucuma_35	SpeciesName	Lauraceae	Cryptocarya	aschersoniana	PP	1521	Cryptocarya aschersoniana
